step,LiarsDice4/conv,LiarsDice4/iters,LiarsDice4/nodes_touched,LiarsDice4/tau,LiarsDice4/alpha,LiarsDice4/beta,LiarsDice4/gamma
299,0.00014230510141127056,299,4892238,1,1.6177792101234834,-1.745530387944263,4.938338146678289
300,0.00019610926265859613,300,4908600,1,1.635896228914484,-1.73708927203543,4.936048544796947
301,8.580016006638769e-05,301,4924962,1,1.657097761067407,-1.7265137227756704,4.933384506411728
302,0.00013413622718099621,302,4941324,1,1.6164229284064158,-1.7635482310594905,4.936689895963679
303,0.00011592865979261763,303,4957686,1,1.6442595288116304,-1.7474012675843662,4.933384424642192
304,0.00015951734970768433,304,4974048,1,1.6402506002759163,-1.7561066150003641,4.933147072986763
305,0.0001794690543944072,305,4990410,1,1.6613552856631808,-1.7454375548283356,4.930374647013853
306,5.152742074385208e-05,306,5006772,1,1.6716267815919474,-1.7431814510814436,4.928643207593875
307,0.0001342547347917139,307,5023134,1,1.608427749495629,-1.7985844463086842,4.934396841201366
308,0.00011001257769870099,308,5039496,1,1.6636231800198678,-1.760404465402242,4.9281196286771385
309,0.0001649510329226958,309,5055858,1,1.6567271497146097,-1.7713497194430259,4.928162386180066
310,0.00016661844029802753,310,5072220,1,1.682561205359746,-1.7570401642531086,4.924679298500227
311,6.583028068549851e-05,311,5088582,1,1.6869970052612786,-1.7592114637059784,4.923464441678165
312,0.00013818267315931707,312,5104944,1,1.64071414308884,-1.8010374994203602,4.927798282394056
313,0.00011294959437106733,313,5121306,1,1.6845912640368055,-1.7721600912768114,4.922259195888396
314,0.00017169942147493567,314,5137668,1,1.6775352561290402,-1.7832045115797612,4.922313400459928
315,0.0001538798551327103,315,5154030,1,1.7042238323273842,-1.7682828120810883,4.918469478984571
316,4.6675768336182366e-05,316,5170392,1,1.7021415803673725,-1.775404267916144,4.917930933599884
317,0.00012951350382613136,317,5186754,1,1.641646566624357,-1.8289871969157436,4.924144515591262
318,0.0001108489276910804,318,5203116,1,1.7005479720953505,-1.7877506738516582,4.916531641383342
319,0.00017026989262911713,319,5219478,1,1.695983823515372,-1.7968765416094783,4.916279082133148
320,0.0001502013447702774,320,5235840,1,1.7233235522096138,-1.7814445730093778,4.912077020169817
321,5.807612970002568e-05,321,5252202,1,1.7203718780699322,-1.7892239119008153,4.911600697930691
322,0.00013784821166708955,322,5268564,1,1.6727329559977246,-1.8323341582952044,4.91668373516884
323,0.00011521206391183064,323,5284926,1,1.7235148158083093,-1.797920283774326,4.909472393068954
324,0.00016739412126606096,324,5301288,1,1.7176354056123335,-1.8080312056868175,4.9093603573325275
325,0.00014620927757917623,325,5317650,1,1.7420191493565023,-1.7948792624417877,4.9052383585316495
326,5.227098550348447e-05,326,5334012,1,1.7385200805173295,-1.8030734269671147,4.904792196377956
327,0.00012445677830363183,327,5350374,1,1.6865482431367198,-1.8497450630861918,4.910778243117903
328,0.00010662209222878083,328,5366736,1,1.7375546284791596,-1.8149236231441193,4.903062940310793
329,0.00015901895697127688,329,5383098,1,1.7330268891439222,-1.8240172197000217,4.902746945701498
330,0.0001516176087944729,330,5399460,1,1.7588806507989243,-1.8096597501421243,4.89813056612936
331,6.160247471766189e-05,331,5415822,1,1.7601971071297466,-1.8141755905137575,4.8969448648869305
332,0.000130787277279467,332,5432184,1,1.7149710501429958,-1.855262410292398,4.902419115834276
333,0.00012115320069656932,333,5448546,1,1.7599499704845019,-1.8254307323915757,4.89495687561736
334,0.00015352590424851098,334,5464908,1,1.759687240749792,-1.8311830632565087,4.893967918182348
335,0.0001544819044881282,335,5481270,1,1.7766551600411937,-1.8236805081838243,4.8903436663086595
336,5.561617510025513e-05,336,5497632,1,1.7809426716377015,-1.825917027860611,4.888601634737716
337,0.00011836828470018768,337,5513994,1,1.7290402393842836,-1.8723464890745278,4.8954584688992595
338,9.865288868382907e-05,338,5530356,1,1.7741689108111034,-1.8421755768131427,4.887476847335475
339,0.00013692244931275133,339,5546718,1,1.7681134488606083,-1.8524581657994528,4.88733249343941
340,0.00016323822375775843,340,5563080,1,1.790072194789551,-1.8409660186018968,4.88267230647765
341,5.9274137585278025e-05,341,5579442,1,1.8037327269407109,-1.8360216321243876,4.879244246988119
342,0.00011251833954765283,342,5595804,1,1.7521275744017961,-1.8820547437351711,4.88655332953161
343,0.00012290199724923623,343,5612166,1,1.7910997036642884,-1.85675542108222,4.878996597184945
344,0.00012543180187116199,344,5628528,1,1.7999064809038867,-1.8554559885419175,4.876296003515808
345,0.0001666149281061846,345,5644890,1,1.8049785457887595,-1.857052326526647,4.874191842052184
346,6.19736972219051e-05,346,5661252,1,1.8246359602478552,-1.8474752984237397,4.869450530965038
347,0.00010031067595089871,347,5677614,1,1.7742183478920512,-1.8924945549995233,4.8770733761853755
348,9.771598032870879e-05,348,5693976,1,1.8045153479996767,-1.8740046532206065,4.870503972193989
349,0.00010906472376799592,349,5710338,1,1.8070218702594052,-1.8775867267602073,4.868765810495681
350,0.00016890696798204513,350,5726700,1,1.8170191230944104,-1.8753021216156784,4.865620480931955
351,7.128239898924332e-05,351,5743062,1,1.8451828410672355,-1.8591043212559895,4.8589365838411
352,8.530102639845577e-05,352,5759424,1,1.8015605241516255,-1.8986351177544838,4.8658373704874425
353,0.00012081913384797555,353,5775786,1,1.8153474872455821,-1.8932419107912724,4.861895233395419
354,9.799075614751185e-05,354,5792148,1,1.8384805567492923,-1.8806419801230225,4.856016362075051
355,0.0001619884917543543,355,5808510,1,1.8308760005752833,-1.8920848864558295,4.856090961006339
356,0.0001090784366430883,356,5824872,1,1.8626588221091396,-1.8729683540310824,4.848214973291215
357,7.3503825119281e-05,357,5841234,1,1.8446964908703682,-1.8922890191015962,4.8504058458045565
358,0.00010398155493151345,358,5857596,1,1.8269190089289795,-1.9118617828612727,4.85254581215039
359,9.773713867514827e-05,359,5873958,1,1.8499628823856158,-1.8991686239523053,4.846305611552539
360,0.00014682176249582873,360,5890320,1,1.8504977188774687,-1.9042507083494058,4.844656890289994
361,0.0001276375401189772,361,5906682,1,1.8769978441797122,-1.8891348063411786,4.837365107831714
362,5.999064324714587e-05,362,5923044,1,1.8731790129438297,-1.8975139980881144,4.836583652081857
363,0.0001071647681354787,363,5939406,1,1.8355162591043723,-1.9328271860529367,4.843181923739865
364,0.0001052442752802682,364,5955768,1,1.8714034379021913,-1.9098105719315597,4.833693570669253
365,0.00011782361600948948,365,5972130,1,1.8743572610757968,-1.912967542073972,4.831354608203485
366,0.00014630060982887688,366,5988492,1,1.8845689163271833,-1.9104527116664394,4.827303183910608
367,7.0845398555619e-05,367,6004854,1,1.9005614562117927,-1.9035073028555662,4.82178831013325
368,9.658768392723643e-05,368,6021216,1,1.864373866944082,-1.9373671646732513,4.828548171524201
369,8.634615023672687e-05,369,6037578,1,1.8854217267596616,-1.9261434222868359,4.821840137130874
370,9.359898214975071e-05,370,6053940,1,1.8831774377385901,-1.9333878292915645,4.820588319954375
371,0.0001549638457908828,371,6070302,1,1.8915870084436848,-1.93220768499373,4.816724694354478
372,6.781639975794035e-05,372,6086664,1,1.923566623039172,-1.9127476228173061,4.8068176773872775
373,8.40939700579163e-05,373,6103026,1,1.881705984353744,-1.9510468483090417,4.81547043514326
374,0.00010380574422174174,374,6119388,1,1.8975176120798303,-1.9438985383365242,4.809617365260999
375,9.221852794948776e-05,375,6135750,1,1.9131292611086557,-1.9370147753046179,4.803652351247171
376,0.0001447297834313438,376,6152112,1,1.9105191874290486,-1.9444982941074376,4.802355116324723
377,0.00012039217341053982,377,6168474,1,1.9395370405679535,-1.9272473730970003,4.7925413929348935
378,6.59795157843604e-05,378,6184836,1,1.933225169285988,-1.937498286699463,4.792180343478584
379,0.00010074944467607094,379,6201198,1,1.903868658147676,-1.9661863245140632,4.798085824201035
380,8.720136550233876e-05,380,6217560,1,1.931224584063096,-1.9498389037669677,4.788509994101358
381,0.00011701283447738964,381,6233922,1,1.9271646231429265,-1.9584566769590679,4.787507859953043
382,0.00013748925869794953,382,6250284,1,1.9474455541162694,-1.9478825062659477,4.779546143050037
383,4.281260853068042e-05,383,6266646,1,1.96039115017914,-1.9431625170734887,4.77350480198363
384,8.973326240682006e-05,384,6283008,1,1.8998330567308575,-1.9970396419209357,4.788757569602271
385,8.984240891861048e-05,385,6299370,1,1.9445368701036267,-1.9662991896224156,4.773628906978171
386,9.030463947462541e-05,386,6315732,1,1.9485495550477172,-1.9685059857441112,4.770121782046971
387,0.00014646261015371226,387,6332094,1,1.952778933120761,-1.9705344219168308,4.766494930536757
388,0.00010004155534253101,388,6348456,1,1.9836756524013475,-1.9516865638875096,4.754446422099676
389,6.607003115856325e-05,389,6364818,1,1.9663550121218432,-1.9705232676155384,4.757461281719718
390,9.7434305553281e-05,390,6381180,1,1.9473138785759825,-1.9911072510521797,4.761001630531577
391,8.850439567666818e-05,391,6397542,1,1.9727747533692537,-1.9761399731750864,4.750423029389003
392,0.00013014565806521855,392,6413904,1,1.971379717210076,-1.9825861318754812,4.748336465218614
393,0.00011792930866654644,393,6430266,1,1.9968009622523146,-1.967901893961151,4.737281441054808
394,4.313485047814647e-05,394,6446628,1,1.9952427373594128,-1.9743884663453262,4.735137704103273
395,9.363943078438686e-05,395,6462990,1,1.943576913425841,-2.0213007708575854,4.749787215140213
396,7.588661960158602e-05,396,6479352,1,1.9902921547671988,-1.988858354021972,4.7314311249667655
397,0.00010153096341749407,397,6495714,1,1.9825781756892455,-2.000319449214669,4.73137985130002
398,0.00014060813789285032,398,6512076,1,2.002684520858723,-1.9896163764566595,4.721526849843384
399,8.627900093891722e-05,399,6528438,1,2.0248081412439207,-1.977537528529382,4.710620383878762
400,6.821330665348485e-05,400,6544800,1,2.0015309871812406,-2.001067088954226,4.716241128036197
401,9.503506701185466e-05,401,6561162,1,1.9924677050875197,-2.0136240037185043,4.716663761707634
402,8.741120014364723e-05,402,6577524,1,2.014794349589541,-2.0010364559611147,4.70546979474056
403,0.0001311395561131995,403,6593886,1,2.014096408179853,-2.006829611860471,4.70273207483876
404,0.00010690634019436263,404,6610248,1,2.040645258362589,-1.9911168568779773,4.689398228466574
405,4.6969510095286326e-05,405,6626610,1,2.033188458919087,-2.00212990554338,4.689183804680194
406,9.189902987921661e-05,406,6642972,1,1.9916529549561153,-2.040810667949036,4.702216344270424
407,7.533399103122618e-05,407,6659334,1,2.0326689624399634,-2.0128938200111044,4.683025446996437
408,0.00010364807470188142,408,6675696,1,2.025595611431757,-2.0237280292773585,4.682653162943483
409,0.00013585655167731164,409,6692058,1,2.04725673995302,-2.011625925516328,4.670515563816799
410,8.018773882040309e-05,410,6708420,1,2.0663074696667,-2.0017716836713157,4.659099103286303
411,6.639249934389801e-05,411,6724782,1,2.0409002219827412,-2.026926902845822,4.6664516986714055
412,9.273747224040896e-05,412,6741144,1,2.0344073448786237,-2.0372885647293657,4.665802606219076
413,8.386296858504949e-05,413,6757506,1,2.056864452371048,-2.0243800906963734,4.652717405993569
414,0.00012560543587946532,414,6773868,1,2.0552309373002453,-2.0307498147908754,4.649899101822269
415,0.00010660028105345665,415,6790230,1,2.0816581903385667,-2.0148672004430375,4.634469243850296
416,4.738660241798004e-05,416,6806592,1,2.076456783088461,-2.0239405880412678,4.633134225955376
417,8.8073797781682e-05,417,6822954,1,2.0355812404000884,-2.06188689323955,4.647897023002921
418,7.386013397406646e-05,418,6839316,1,2.073742730429946,-2.0360732380079973,4.626896184071858
419,9.674405964217592e-05,419,6855678,1,2.067943462174218,-2.0457143597078478,4.62581314241052
420,0.00013318975820944545,420,6872040,1,2.0868513758371052,-2.035559812595059,4.613024203099719
421,7.993536774908439e-05,421,6888402,1,2.108611270136975,-2.023316306528158,4.598457298996859
422,6.27844318349044e-05,422,6904764,1,2.084163261540872,-2.0475742747242602,4.606431687279315
423,8.94062783713713e-05,423,6921126,1,2.074766232346194,-2.060074391552325,4.607036873403349
424,8.324510279233283e-05,424,6937488,1,2.098262875551554,-2.046100850094365,4.591344438359083
425,0.0001131371415968585,425,6953850,1,2.0982530331799403,-2.0509810684694365,4.587202073407157
426,0.00011426732753927471,426,6970212,1,2.1192350794976234,-2.03913535646896,4.572148837290765
427,4.342447539295094e-05,427,6986574,1,2.1237330387993594,-2.040378452072169,4.565435848951882
428,8.004531495631184e-05,428,7002936,1,2.0742265383329004,-2.085075876334469,4.58692215934717
429,6.993826287343338e-05,429,7019298,1,2.1118696934451267,-2.0593988530667637,4.562964561950161
430,8.494275206859941e-05,430,7035660,1,2.1083528252043253,-2.067018330313308,4.5604289717434305
431,0.00012811103801071283,431,7052022,1,2.1230468226341963,-2.0599966193226917,4.547948889196158
432,8.2457298108643e-05,432,7068384,1,2.149817558243488,-2.0434827373275715,4.528334644085975
433,5.359709686843586e-05,433,7084746,1,2.129287852229466,-2.0644705649419826,4.5352445753684645
434,8.697078523041413e-05,434,7101108,1,2.1094499380504974,-2.0852240672880247,4.54170232714061
435,9.173964384411731e-05,435,7117470,1,2.140120085508453,-2.065195694462164,4.519548246339152
436,9.430919297144513e-05,436,7133832,1,2.147017326689233,-2.0643488574561277,4.5106488752372
437,0.00012298896630603962,437,7150194,1,2.1524865635110415,-2.064624969197639,4.502452976574251
438,5.423284598031486e-05,438,7166556,1,2.171175914972649,-2.0544011953548362,4.48609327034477
439,6.204167959009826e-05,439,7182918,1,2.12978633132012,-2.0922009304284988,4.505977751613566
440,7.472751598592425e-05,440,7199280,1,2.141131670008416,-2.087627973008437,4.494136027240504
441,7.911623419005337e-05,441,7215642,1,2.155336470566808,-2.0807610763102034,4.480281480347875
442,0.00011263141493149387,442,7232004,1,2.1624238282678316,-2.079632445342176,4.47059214151492
443,0.00010614578803869873,443,7248366,1,2.1859408846750443,-2.0653916647832165,4.4501811675279015
444,5.169961077023874e-05,444,7264728,1,2.1865730570675703,-2.0693774960611857,4.4442396424647495
445,7.834355847648189e-05,445,7281090,1,2.150743975754925,-2.1027576294057537,4.461893687398024
446,9.170330913856051e-05,446,7297452,1,2.1775928104526843,-2.0855214321938624,4.438954521542149
447,7.708807927727518e-05,447,7313814,1,2.1902347328597185,-2.0798489273919722,4.424845770388046
448,0.00012153525578670332,448,7330176,1,2.1845512204889204,-2.0888577511640936,4.422914473331618
449,7.937082660974121e-05,449,7346538,1,2.2137165451569034,-2.0699838337148213,4.39698585791687
450,5.025195603063082e-05,450,7362900,1,2.1940135132970875,-2.0901040970060287,4.4047210127449015
451,8.15203089023081e-05,451,7379262,1,2.172754557246316,-2.111793354951859,4.413462639056758
452,7.00744093466571e-05,452,7395624,1,2.203336947484472,-2.0913868782894767,4.38611218742113
453,8.573371980563627e-05,453,7411986,1,2.1989050786225524,-2.0993361032663684,4.383131233502883
454,0.00012028388102276744,454,7428348,1,2.213966287463228,-2.0915441165154927,4.366031945387566
455,5.586865911277536e-05,455,7444710,1,2.2366541763367938,-2.0777251208305856,4.342841578298862
456,6.0175603376080855e-05,456,7461072,1,2.1982018675424753,-2.1129956991149537,4.364910611367923
457,8.007565410240308e-05,457,7477434,1,2.2062071053429015,-2.1108016109307117,4.3526183174141275
458,8.333304489671622e-05,458,7493796,1,2.22587085356417,-2.0991550966174413,4.331281446651786
459,9.696359124625187e-05,459,7510158,1,2.2319902281683954,-2.098477399722611,4.319903281799851
460,0.00010974442605946044,460,7526520,1,2.244280996237714,-2.092825249804591,4.303514126599428
461,5.29672791582704e-05,461,7542882,1,2.255051410767488,-2.0883990234944854,4.288019091348136
462,6.67972006876058e-05,462,7559244,1,2.2188039168037257,-2.1219353979295708,4.309792478694625
463,6.588898245911412e-05,463,7575606,1,2.2354642038424366,-2.112553096600724,4.289667251083337
464,7.565208665000211e-05,464,7591968,1,2.238627172381913,-2.1141714192448218,4.280058633477161
465,0.00010943079029858416,465,7608330,1,2.2501468446371593,-2.1089837339725213,4.263475670217643
466,9.698886781032978e-05,466,7624692,1,2.2744601175511527,-2.093600297565244,4.235846976049743
467,4.7453636488961615e-05,467,7641054,1,2.2716993057035855,-2.0999226979494945,4.230702224945947
468,7.426991839216274e-05,468,7657416,1,2.2363004234235238,-2.1327829771011735,4.253054165893859
469,8.160695665385131e-05,469,7673778,1,2.264816784676264,-2.113703069517855,4.221478238613288
470,7.162728841451915e-05,470,7690140,1,2.273939366433193,-2.110488193048784,4.20595064251969
471,0.0001132886873046815,471,7706502,1,2.2706822059364913,-2.117228071812065,4.201054566682771
472,8.850005297456054e-05,472,7722864,1,2.299949584941176,-2.0979752774409266,4.1672422907794
473,4.630254605102538e-05,473,7739226,1,2.2902210892183597,-2.1097809659124005,4.1679738935922375
474,7.691696560616773e-05,474,7755588,1,2.258553469018601,-2.1394711677249485,4.188269351412009
475,6.325123853621883e-05,475,7771950,1,2.2903648884772188,-2.1178506627378453,4.151688305555056
476,7.364541131633928e-05,476,7788312,1,2.2835446434688587,-2.127423189322947,4.149755081890139
477,0.00011412042026588687,477,7804674,1,2.2958660740804224,-2.1216250851491707,4.130172805785468
478,6.607228636652807e-05,478,7821036,1,2.324028171351533,-2.103378906353141,4.095270028788557
479,4.99562969807979e-05,479,7837398,1,2.297801357978098,-2.1282379927721875,4.111591182258151
480,7.641921037054161e-05,480,7853760,1,2.286416133119687,-2.1414984957884204,4.113849107737142
481,7.64233899590433e-05,481,7870122,1,2.313731336709332,-2.123656580270387,4.079250621187099
482,7.588597931038055e-05,482,7886484,1,2.3176986019850983,-2.124556536179467,4.066661425159829
483,0.00011065983792327844,483,7902846,1,2.3212768107289437,-2.125762437336142,4.054325086446202
484,7.230773087184977e-05,484,7919208,1,2.346096037775344,-2.1102550917071925,4.020673957799067
485,5.6064846677625346e-05,485,7935570,1,2.326558948787412,-2.1296500442115196,4.031156470142811
486,7.292464032705032e-05,486,7951932,1,2.3165522495444564,-2.1416659756347736,4.032089536182768
487,6.861489869386395e-05,487,7968294,1,2.334981407007672,-2.1310340318273067,4.0043691702618
488,8.387299803522263e-05,488,7984656,1,2.335609916546309,-2.134557386544037,3.994444056794766
489,0.0001071466443821889,489,8001018,1,2.350658389179475,-2.1266986059642314,3.969520697174503
490,4.9583315305638115e-05,490,8017380,1,2.368184533047704,-2.1169993684538317,3.9415755799849546
491,5.215279970003511e-05,491,8033742,1,2.3297469424853245,-2.1512954253327035,3.9722671015093316
492,6.986833393882175e-05,492,8050104,1,2.336507319903132,-2.149917648868745,3.9556590010480788
493,6.829033849942157e-05,493,8066466,1,2.3565573688049213,-2.1380332516388805,3.924723883667391
494,8.606396948034056e-05,494,8082828,1,2.3592995807786616,-2.139859960075961,3.911935436879908
495,0.00010211663159460926,495,8099190,1,2.3760450129091835,-2.1307172400166188,3.883791004867415
496,6.0215835409112295e-05,496,8115552,1,2.389484909843826,-2.124217122577082,3.8588524261037067
497,5.8443030963459264e-05,497,8131914,1,2.3644009319901227,-2.1477770644718785,3.8763483937822194
498,6.917310459000903e-05,498,8148276,1,2.3667722046398,-2.1498794666495473,3.8635570390866096
499,6.869922729037248e-05,499,8164638,1,2.3800423128921784,-2.143417416670405,3.8384876957304375
500,8.999273813934533e-05,500,8181000,1,2.383680016996583,-2.1445206764090856,3.823977382936384
501,9.841562267003806e-05,501,8197362,5,2.402529915593988,-2.1337465878890844,3.791961648035324
502,3.929542804244346e-05,502,8213724,,2.402529915593988,-2.1337465878890844,3.791961648035324
503,5.461546725088473e-05,503,8230086,,2.402529915593988,-2.1337465878890844,3.791961648035324
504,6.54831167280559e-05,504,8246448,,2.402529915593988,-2.1337465878890844,3.791961648035324
505,6.745829639552559e-05,505,8262810,,2.402529915593988,-2.1337465878890844,3.791961648035324
506,8.958095133586308e-05,506,8279172,5,2.4068003704193517,-2.150022921982849,3.7328108738537606
507,9.491897431268548e-05,507,8295534,,2.4068003704193517,-2.150022921982849,3.7328108738537606
508,5.3968660982291194e-05,508,8311896,,2.4068003704193517,-2.150022921982849,3.7328108738537606
509,5.6171769906895874e-05,509,8328258,,2.4068003704193517,-2.150022921982849,3.7328108738537606
510,6.905616686143923e-05,510,8344620,,2.4068003704193517,-2.150022921982849,3.7328108738537606
511,6.687400603397342e-05,511,8360982,5,2.428185874657151,-2.1527835723498505,3.6508239315219226
512,8.993872821440319e-05,512,8377344,,2.428185874657151,-2.1527835723498505,3.6508239315219226
513,9.275569445140602e-05,513,8393706,,2.428185874657151,-2.1527835723498505,3.6508239315219226
514,3.495046960106524e-05,514,8410068,,2.428185874657151,-2.1527835723498505,3.6508239315219226
515,5.399941705100386e-05,515,8426430,,2.428185874657151,-2.1527835723498505,3.6508239315219226
516,6.14495273775599e-05,516,8442792,5,2.434983281081007,-2.166870168534217,3.5840120653362666
517,6.559536686014805e-05,517,8459154,,2.434983281081007,-2.166870168534217,3.5840120653362666
518,8.68919263931206e-05,518,8475516,,2.434983281081007,-2.166870168534217,3.5840120653362666
519,9.163277768622219e-05,519,8491878,,2.434983281081007,-2.166870168534217,3.5840120653362666
520,5.292442035535749e-05,520,8508240,,2.434983281081007,-2.166870168534217,3.5840120653362666
521,5.2984822901027545e-05,521,8524602,5,2.4540893436155096,-2.171144384829716,3.499281742088404
522,6.991956107613856e-05,522,8540964,,2.4540893436155096,-2.171144384829716,3.499281742088404
523,6.4437446263374e-05,523,8557326,,2.4540893436155096,-2.171144384829716,3.499281742088404
524,8.65757642147455e-05,524,8573688,,2.4540893436155096,-2.171144384829716,3.499281742088404
525,9.102664448266962e-05,525,8590050,,2.4540893436155096,-2.171144384829716,3.499281742088404
526,3.513887922419398e-05,526,8606412,5,2.503336207942809,-2.1514699665058217,3.3715296593261734
527,4.833890072739738e-05,527,8622774,,2.503336207942809,-2.1514699665058217,3.3715296593261734
528,5.8433817299384516e-05,528,8639136,,2.503336207942809,-2.1514699665058217,3.3715296593261734
529,6.299070556018554e-05,529,8655498,,2.503336207942809,-2.1514699665058217,3.3715296593261734
530,8.23918896469128e-05,530,8671860,,2.503336207942809,-2.1514699665058217,3.3715296593261734
531,9.152771305028645e-05,531,8688222,5,2.518081572881928,-2.1588470550305607,3.2864626274530107
532,5.5460871624932184e-05,532,8704584,,2.518081572881928,-2.1588470550305607,3.2864626274530107
533,4.576395180455606e-05,533,8720946,,2.518081572881928,-2.1588470550305607,3.2864626274530107
534,7.034548958245387e-05,534,8737308,,2.518081572881928,-2.1588470550305607,3.2864626274530107
535,6.093452134631194e-05,535,8753670,,2.518081572881928,-2.1588470550305607,3.2864626274530107
536,8.123785696864672e-05,536,8770032,5,2.5221840456232636,-2.1745372676471577,3.214150215310205
537,9.140358343637245e-05,537,8786394,,2.5221840456232636,-2.1745372676471577,3.214150215310205
538,3.842753410731453e-05,538,8802756,,2.5221840456232636,-2.1745372676471577,3.214150215310205
539,3.729435101877676e-05,539,8819118,,2.5221840456232636,-2.1745372676471577,3.214150215310205
540,5.895014814765592e-05,540,8835480,,2.5221840456232636,-2.1745372676471577,3.214150215310205
541,5.861989359202957e-05,541,8851842,5,2.5406181096504974,-2.178746968143814,3.120107540216974
542,7.569623215293586e-05,542,8868204,,2.5406181096504974,-2.178746968143814,3.120107540216974
543,9.166103450297669e-05,543,8884566,,2.5406181096504974,-2.178746968143814,3.120107540216974
544,5.9353845749191e-05,544,8900928,,2.5406181096504974,-2.178746968143814,3.120107540216974
545,3.453598353344786e-05,545,8917290,,2.5406181096504974,-2.178746968143814,3.120107540216974
546,6.760789326989286e-05,546,8933652,5,2.532774221324235,-2.203724742933774,3.061939897092266
547,6.519923145943685e-05,547,8950014,,2.532774221324235,-2.203724742933774,3.061939897092266
548,7.030837070627627e-05,548,8966376,,2.532774221324235,-2.203724742933774,3.061939897092266
549,9.020604532448961e-05,549,8982738,,2.532774221324235,-2.203724742933774,3.061939897092266
550,5.217964003691178e-05,550,8999100,,2.532774221324235,-2.203724742933774,3.061939897092266
551,2.9477633689559135e-05,551,9015462,5,2.5746423390644564,-2.1889712450903893,2.9309137075770497
552,5.6835449934081184e-05,552,9031824,,2.5746423390644564,-2.1889712450903893,2.9309137075770497
553,5.348951904435642e-05,553,9048186,,2.5746423390644564,-2.1889712450903893,2.9309137075770497
554,6.564600845474639e-05,554,9064548,,2.5746423390644564,-2.1889712450903893,2.9309137075770497
555,8.764966550920544e-05,555,9080910,,2.5746423390644564,-2.1889712450903893,2.9309137075770497
556,6.181111652854565e-05,556,9097272,5,2.621750997767162,-2.16986004870572,2.789990675034024
557,3.130479199879577e-05,557,9113634,,2.621750997767162,-2.16986004870572,2.789990675034024
558,5.828709020697098e-05,558,9129996,,2.621750997767162,-2.16986004870572,2.789990675034024
559,6.624277902798903e-05,559,9146358,,2.621750997767162,-2.16986004870572,2.789990675034024
560,5.9561842407386545e-05,560,9162720,,2.621750997767162,-2.16986004870572,2.789990675034024
561,8.249809687989329e-05,561,9179082,5,2.6219144811429076,-2.187986129247223,2.717218851477976
562,6.833349280514073e-05,562,9195444,,2.6219144811429076,-2.187986129247223,2.717218851477976
563,2.809140786964176e-05,563,9211806,,2.6219144811429076,-2.187986129247223,2.717218851477976
564,4.752101471273973e-05,564,9228168,,2.6219144811429076,-2.187986129247223,2.717218851477976
565,5.0673544278966726e-05,565,9244530,,2.6219144811429076,-2.187986129247223,2.717218851477976
566,5.623222086111046e-05,566,9260892,5,2.6338149165973994,-2.1966048617909695,2.6266491914652543
567,7.522184410702071e-05,567,9277254,,2.6338149165973994,-2.1966048617909695,2.6266491914652543
568,7.554214723815011e-05,568,9293616,,2.6338149165973994,-2.1966048617909695,2.6266491914652543
569,3.6833210226461244e-05,569,9309978,,2.6338149165973994,-2.1966048617909695,2.6266491914652543
570,4.0052900268684744e-05,570,9326340,,2.6338149165973994,-2.1966048617909695,2.6266491914652543
571,6.256798938716196e-05,571,9342702,5,2.6420585883391956,-2.207987479440136,2.54129283913066
572,5.9254577142876796e-05,572,9359064,,2.6420585883391956,-2.207987479440136,2.54129283913066
573,7.005336181295507e-05,573,9375426,,2.6420585883391956,-2.207987479440136,2.54129283913066
574,7.837425223847228e-05,574,9391788,,2.6420585883391956,-2.207987479440136,2.54129283913066
575,3.806524058877492e-05,575,9408150,,2.6420585883391956,-2.207987479440136,2.54129283913066
576,3.3046782746744274e-05,576,9424512,5,2.6597789883268157,-2.2116580880150987,2.44175882854367
577,4.8544243051812375e-05,577,9440874,,2.6597789883268157,-2.2116580880150987,2.44175882854367
578,5.0044120507602985e-05,578,9457236,,2.6597789883268157,-2.2116580880150987,2.44175882854367
579,5.9501348028900836e-05,579,9473598,,2.6597789883268157,-2.2116580880150987,2.44175882854367
580,7.929171037587834e-05,580,9489960,,2.6597789883268157,-2.2116580880150987,2.44175882854367
581,4.8411994738775666e-05,581,9506322,5,2.7171219460998755,-2.183622710320158,2.2840308757516796
582,2.9625449200081783e-05,582,9522684,,2.7171219460998755,-2.183622710320158,2.2840308757516796
583,5.283632093401602e-05,583,9539046,,2.7171219460998755,-2.183622710320158,2.2840308757516796
584,6.064973558479736e-05,584,9555408,,2.7171219460998755,-2.183622710320158,2.2840308757516796
585,5.039805331030073e-05,585,9571770,,2.7171219460998755,-2.183622710320158,2.2840308757516796
586,7.489515803704716e-05,586,9588132,5,2.714446759964555,-2.2031756856339832,2.2155422476177318
587,5.885437956757583e-05,587,9604494,,2.714446759964555,-2.2031756856339832,2.2155422476177318
588,2.9036966608955717e-05,588,9620856,,2.714446759964555,-2.2031756856339832,2.2155422476177318
589,4.150066564025112e-05,589,9637218,,2.714446759964555,-2.2031756856339832,2.2155422476177318
590,4.5248946041440835e-05,590,9653580,,2.714446759964555,-2.2031756856339832,2.2155422476177318
591,5.096046198183046e-05,591,9669942,5,2.7293055914897484,-2.2086696739777585,2.1222239639234965
592,6.688602784952341e-05,592,9686304,,2.7293055914897484,-2.2086696739777585,2.1222239639234965
593,6.829782422185238e-05,593,9702666,,2.7293055914897484,-2.2086696739777585,2.1222239639234965
